x,y
0.0010696680,0.4238907633
0.0010716680,0.4352385244
0.0010736680,0.4465175563
0.0010756680,0.4577260779
0.0010776680,0.4688623192
0.0010796680,0.4799245217
0.0010816680,0.4909109386
0.0010836680,0.5018198350
0.0010856680,0.5126494882
0.0010876680,0.5233981881
0.0010896680,0.5340642373
0.0010916680,0.5446459516
0.0010936680,0.5551416600
0.0010956680,0.5655497052
0.0010976680,0.5758684434
0.0010996680,0.5860962454
0.0011016680,0.5962314959
0.0011036680,0.6062725946
0.0011056680,0.6162179558
0.0011076680,0.6260660091
0.0011096680,0.6358151993
0.0011116680,0.6454639868
0.0011136680,0.6550108482
0.0011156680,0.6644542757
0.0011176680,0.6737927782
0.0011196680,0.6830248811
0.0011216680,0.6921491263
0.0011236680,0.7011640732
0.0011256680,0.7100682982
0.0011276680,0.7188603951
0.0011296680,0.7275389757
0.0011316680,0.7361026694
0.0011336680,0.7445501240
0.0011356680,0.7528800055
0.0011376680,0.7610909984
0.0011396680,0.7691818063
0.0011416680,0.7771511515
0.0011436680,0.7849977755
0.0011456680,0.7927204393
0.0011476680,0.8003179233
0.0011496680,0.8077890278
0.0011516680,0.8151325731
0.0011536680,0.8223473995
0.0011556680,0.8294323677
0.0011576680,0.8363863590
0.0011596680,0.8432082751
0.0011616680,0.8498970389
0.0011636680,0.8564515940
0.0011656680,0.8628709056
0.0011676680,0.8691539598
0.0011696680,0.8752997645
0.0011716680,0.8813073492
0.0011736680,0.8871757653
0.0011756680,0.8929040861
0.0011776680,0.8984914070
0.0011796680,0.9039368456
0.0011816680,0.9092395422
0.0011836680,0.9143986592
0.0011856680,0.9194133822
0.0011876680,0.9242829191
0.0011896680,0.9290065010
0.0011916680,0.9335833820
0.0011936680,0.9380128394
0.0011956680,0.9422941736
0.0011976680,0.9464267087
0.0011996680,0.9504097921
0.0012016680,0.9542427947
0.0012036680,0.9579251114
0.0012056680,0.9614561605
0.0012076680,0.9648353846
0.0012096680,0.9680622500
0.0012116680,0.9711362471
0.0012136680,0.9740568906
0.0012156680,0.9768237191
0.0012176680,0.9794362960
0.0012196680,0.9818942084
0.0012216680,0.9841970684
0.0012236680,0.9863445122
0.0012256680,0.9883362008
0.0012276680,0.9901718197
0.0012296680,0.9918510790
0.0012316680,0.9933737135
0.0012336680,0.9947394827
0.0012356680,0.9959481711
0.0012376680,0.9969995877
0.0012396680,0.9978935665
0.0012416680,0.9986299663
0.0012436680,0.9992086709
0.0012456680,0.9996295889
0.0012476680,0.9998926538
0.0012496680,0.9999978240
0.0012516680,0.9999450830
0.0012536680,0.9997344390
0.0012556680,0.9993659254
0.0012576680,0.9988396003
0.0012596680,0.9981555469
0.0012616680,0.9973138732
0.0012636680,0.9963147120
0.0012656680,0.9951582212
0.0012676680,0.9938445834
0.0012696680,0.9923740059
0.0012716680,0.9907467212
0.0012736680,0.9889629860
0.0012756680,0.9870230821
0.0012776680,0.9849273158
0.0012796680,0.9826760181
0.0012816680,0.9802695445
0.0012836680,0.9777082749
0.0012856680,0.9749926139
0.0012876680,0.9721229902
0.0012896680,0.9690998570
0.0012916680,0.9659236917
0.0012936680,0.9625949959
0.0012956680,0.9591142952
0.0012976680,0.9554821392
0.0012996680,0.9516991015
0.0013016680,0.9477657795
0.0013036680,0.9436827942
0.0013056680,0.9394507906
0.0013076680,0.9350704367
0.0013096680,0.9305424244
0.0013116680,0.9258674687
0.0013136680,0.9210463077
0.0013156680,0.9160797029
0.0013176680,0.9109684384
0.0013196680,0.9057133215
0.0013216680,0.9003151820
0.0013236680,0.8947748722
0.0013256680,0.8890932671
0.0013276680,0.8832712639
0.0013296680,0.8773097819
0.0013316680,0.8712097625
0.0013336680,0.8649721690
0.0013356680,0.8585979864
0.0013376680,0.8520882212
0.0013396680,0.8454439014
0.0013416680,0.8386660762
0.0013436680,0.8317558159
0.0013456680,0.8247142117
0.0013476680,0.8175423756
0.0013496680,0.8102414400
0.0013516680,0.8028125580
0.0013536680,0.7952569025
0.0013556680,0.7875756668
0.0013576680,0.7797700637
0.0013596680,0.7718413259
0.0013616680,0.7637907054
0.0013636680,0.7556194735
0.0013656680,0.7473289205
0.0013676680,0.7389203557
0.0013696680,0.7303951067
0.0013716680,0.7217545199
0.0013736680,0.7129999596
0.0013756680,0.7041328084
0.0013776680,0.6951544665
0.0013796680,0.6860663516
0.0013816680,0.6768698990
0.0013836680,0.6675665606
0.0013856680,0.6581578058
0.0013876680,0.6486451203
0.0013896680,0.6390300062
0.0013916680,0.6293139818
0.0013936680,0.6194985814
0.0013956680,0.6095853551
0.0013976680,0.5995758681
0.0013996680,0.5894717012
0.0014016680,0.5792744498
0.0014036680,0.5689857243
0.0014056680,0.5586071494
0.0014076680,0.5481403639
0.0014096680,0.5375870207
0.0014116680,0.5269487863
0.0014136680,0.5162273405
0.0014156680,0.5054243765
0.0014176680,0.4945416001
0.0014196680,0.4835807299
0.0014216680,0.4725434966
0.0014236680,0.4614316433
0.0014256680,0.4502469245
0.0014276680,0.4389911065
0.0014296680,0.4276659668
0.0014316680,0.4162732936
0.0014336680,0.4048148861
0.0014356680,0.3932925536
0.0014376680,0.3817081156
0.0014396680,0.3700634015
0.0014416680,0.3583602502
0.0014436680,0.3466005095
0.0014456680,0.3347860366
0.0014476680,0.3229186972
0.0014496680,0.3110003651
0.0014516680,0.2990329225
0.0014536680,0.2870182591
0.0014556680,0.2749582722
0.0014576680,0.2628548662
0.0014596680,0.2507099523
